date,region,categorie,transactions,ca,marge_pct
2025-03-23,Île-de-France,Électronique,98,7955.31,0.1884
2025-03-23,Île-de-France,Vêtements,54,4648.31,0.477
2025-03-23,Île-de-France,Alimentation,55,4234.07,0.1527
2025-03-23,Île-de-France,Maison,79,4440.77,0.3394
2025-03-23,Île-de-France,Sport,60,3575.39,0.3749
2025-03-24,Nord,Électronique,65,5452.48,0.2251
2025-03-24,Nord,Vêtements,74,3765.84,0.4792
2025-03-24,Nord,Alimentation,43,2917.3,0.1656
2025-03-24,Nord,Maison,67,3121.47,0.3678
2025-03-24,Nord,Sport,33,2609.49,0.3786
2025-03-24,Sud,Électronique,86,5065.95,0.2107
2025-03-24,Sud,Vêtements,65,4673.49,0.4983
2025-03-24,Sud,Alimentation,58,3208.7,0.1846
2025-03-24,Sud,Maison,65,4104.63,0.3691
2025-03-24,Sud,Sport,46,2996.25,0.3771
2025-03-24,Est,Électronique,50,4011.09,0.2369
2025-03-24,Est,Vêtements,40,2832.55,0.4576
2025-03-24,Est,Alimentation,48,2481.24,0.161
2025-03-24,Est,Maison,63,2966.77,0.3101
2025-03-24,Est,Sport,31,2023.14,0.3623
2025-03-24,Ouest,Électronique,74,4374.87,0.2267
2025-03-24,Ouest,Vêtements,38,2720.77,0.4456
2025-03-24,Ouest,Alimentation,41,2731.14,0.1651
2025-03-24,Ouest,Maison,43,2931.4,0.3355
2025-03-24,Ouest,Sport,40,2166.5,0.354
2025-03-24,Île-de-France,Électronique,140,11112.49,0.2322
2025-03-24,Île-de-France,Vêtements,111,7758.67,0.4711
2025-03-24,Île-de-France,Alimentation,82,5330.22,0.1725
2025-03-24,Île-de-France,Maison,95,6165.02,0.3406
2025-03-24,Île-de-France,Sport,58,4643.67,0.4088
2025-03-25,Nord,Électronique,93,4568.53,0.231
2025-03-25,Nord,Vêtements,77,3565.28,0.4123
2025-03-25,Nord,Alimentation,61,2817.71,0.1903
2025-03-25,Nord,Maison,44,3206.66,0.3708
2025-03-25,Nord,Sport,45,2523.63,0.3476
2025-03-25,Sud,Électronique,100,6428.34,0.2138
2025-03-25,Sud,Vêtements,104,4991.16,0.4722
2025-03-25,Sud,Alimentation,45,3307.4,0.1512
2025-03-25,Sud,Maison,66,4208.65,0.3322
2025-03-25,Sud,Sport,55,2971.28,0.3942
2025-03-25,Est,Électronique,65,4032.35,0.2391
2025-03-25,Est,Vêtements,49,3132.75,0.474
2025-03-25,Est,Alimentation,48,2557.25,0.1645
2025-03-25,Est,Maison,50,2629.01,0.3765
2025-03-25,Est,Sport,37,1869.73,0.3704
2025-03-25,Ouest,Électronique,94,4668.55,0.2125
2025-03-25,Ouest,Vêtements,41,3433.2,0.4581
2025-03-25,Ouest,Alimentation,53,2650.13,0.1642
2025-03-25,Ouest,Maison,54,3180.89,0.3334
2025-03-25,Ouest,Sport,44,2111.85,0.373
2025-03-25,Île-de-France,Électronique,135,10095.19,0.2498
2025-03-25,Île-de-France,Vêtements,110,6663.78,0.4911
2025-03-25,Île-de-France,Alimentation,81,5099.22,0.1912
2025-03-25,Île-de-France,Maison,99,7119.87,0.3496
2025-03-25,Île-de-France,Sport,123,5687.7,0.3833
2025-03-26,Nord,Électronique,66,4764.5,0.2331
2025-03-26,Nord,Vêtements,40,3127.2,0.4749
2025-03-26,Nord,Alimentation,49,3206.4,0.2097
2025-03-26,Nord,Maison,60,3321.15,0.3349
2025-03-26,Nord,Sport,41,2106.66,0.3661
2025-03-26,Sud,Électronique,135,6923.74,0.2187
2025-03-26,Sud,Vêtements,54,4371.49,0.4689
2025-03-26,Sud,Alimentation,55,3231.05,0.1909
2025-03-26,Sud,Maison,48,4076.31,0.3402
2025-03-26,Sud,Sport,47,3580.58,0.3921
2025-03-26,Est,Électronique,64,3971.18,0.1971
2025-03-26,Est,Vêtements,59,3262.2,0.4559
2025-03-26,Est,Alimentation,55,2714.64,0.1762
2025-03-26,Est,Maison,36,2448.24,0.3508
2025-03-26,Est,Sport,24,1973.95,0.3953
2025-03-26,Ouest,Électronique,64,4103.29,0.2088
2025-03-26,Ouest,Vêtements,59,3499.1,0.4237
2025-03-26,Ouest,Alimentation,32,2517.39,0.1694
2025-03-26,Ouest,Maison,36,2666.48,0.3533
2025-03-26,Ouest,Sport,26,2262.15,0.3789
2025-03-26,Île-de-France,Électronique,147,9969.72,0.1959
2025-03-26,Île-de-France,Vêtements,99,7440.99,0.4482
2025-03-26,Île-de-France,Alimentation,84,5249.67,0.198
2025-03-26,Île-de-France,Maison,109,5340.88,0.3476
2025-03-26,Île-de-France,Sport,90,4833.33,0.376
2025-03-27,Nord,Électronique,74,4715.56,0.203
2025-03-27,Nord,Vêtements,37,3036.21,0.452
2025-03-27,Nord,Alimentation,39,3211.95,0.1853
2025-03-27,Nord,Maison,50,3173.76,0.3261
2025-03-27,Nord,Sport,34,2289.69,0.3853
2025-03-27,Sud,Électronique,73,5726.38,0.203
2025-03-27,Sud,Vêtements,51,4087.41,0.407
2025-03-27,Sud,Alimentation,52,3571.55,0.164
2025-03-27,Sud,Maison,52,4346.44,0.3445
2025-03-27,Sud,Sport,38,2507.74,0.3433
2025-03-27,Est,Électronique,83,4508.49,0.2444
2025-03-27,Est,Vêtements,40,3185.53,0.4233
2025-03-27,Est,Alimentation,52,2583.95,0.1517
2025-03-27,Est,Maison,39,3007.76,0.3022
2025-03-27,Est,Sport,36,2073.28,0.3596
2025-03-27,Ouest,Électronique,107,4854.35,0.2059
2025-03-27,Ouest,Vêtements,41,3390.76,0.462
2025-03-27,Ouest,Alimentation,36,2256.01,0.2026
2025-03-27,Ouest,Maison,38,3037.43,0.3489
2025-03-27,Ouest,Sport,28,2292.78,0.3929
2025-03-27,Île-de-France,Électronique,155,9742.35,0.2241
2025-03-27,Île-de-France,Vêtements,91,7348.27,0.472
2025-03-27,Île-de-France,Alimentation,104,4849.75,0.1537
2025-03-27,Île-de-France,Maison,125,7183.22,0.3442
2025-03-27,Île-de-France,Sport,56,4313.8,0.376
2025-03-28,Nord,Électronique,84,5099.36,0.2137
2025-03-28,Nord,Vêtements,58,4325.04,0.4438
2025-03-28,Nord,Alimentation,42,3172.97,0.1971
2025-03-28,Nord,Maison,50,2780.48,0.3735
2025-03-28,Nord,Sport,43,2354.51,0.374
2025-03-28,Sud,Électronique,74,5678.2,0.2302
2025-03-28,Sud,Vêtements,69,4277.83,0.454
2025-03-28,Sud,Alimentation,68,3547.53,0.1809
2025-03-28,Sud,Maison,46,3934.63,0.3284
2025-03-28,Sud,Sport,43,3231.99,0.3745
2025-03-28,Est,Électronique,94,4430.85,0.2049
2025-03-28,Est,Vêtements,37,3092.92,0.4742
2025-03-28,Est,Alimentation,29,2388.91,0.1552
2025-03-28,Est,Maison,52,2395.41,0.3637
2025-03-28,Est,Sport,27,2216.69,0.358
2025-03-28,Ouest,Électronique,78,4757.11,0.2126
2025-03-28,Ouest,Vêtements,51,3223.09,0.4109
2025-03-28,Ouest,Alimentation,45,2546.48,0.1972
2025-03-28,Ouest,Maison,47,2587.77,0.3651
2025-03-28,Ouest,Sport,32,2583.18,0.377
2025-03-28,Île-de-France,Électronique,174,9615.16,0.1951
2025-03-28,Île-de-France,Vêtements,95,6520.28,0.4287
2025-03-28,Île-de-France,Alimentation,106,5578.84,0.175
2025-03-28,Île-de-France,Maison,79,6340.31,0.359
2025-03-28,Île-de-France,Sport,82,5109.8,0.3695
2025-03-29,Nord,Électronique,52,3944.51,0.2066
2025-03-29,Nord,Vêtements,41,2606.99,0.4328
2025-03-29,Nord,Alimentation,33,2211.1,0.1723
2025-03-29,Nord,Maison,37,2453.98,0.3623
2025-03-29,Nord,Sport,29,2083.85,0.373
2025-03-29,Sud,Électronique,56,3782.65,0.2423
2025-03-29,Sud,Vêtements,47,3295.48,0.4149
2025-03-29,Sud,Alimentation,36,2678.02,0.1738
2025-03-29,Sud,Maison,61,2924.14,0.3698
2025-03-29,Sud,Sport,29,2103.31,0.3776
2025-03-29,Est,Électronique,64,3116.44,0.2104
2025-03-29,Est,Vêtements,41,2251.58,0.4516
2025-03-29,Est,Alimentation,37,1820.74,0.203
2025-03-29,Est,Maison,34,1996.03,0.3705
2025-03-29,Est,Sport,23,1717.13,0.3906
2025-03-29,Ouest,Électronique,54,2998.24,0.2316
2025-03-29,Ouest,Vêtements,51,2564.34,0.4627
2025-03-29,Ouest,Alimentation,33,2007.62,0.1602
2025-03-29,Ouest,Maison,33,2510.17,0.3723
2025-03-29,Ouest,Sport,23,1596.43,0.3973
2025-03-29,Île-de-France,Électronique,137,7070.23,0.2364
2025-03-29,Île-de-France,Vêtements,108,5303.23,0.4355
2025-03-29,Île-de-France,Alimentation,65,4588.74,0.2035
2025-03-29,Île-de-France,Maison,56,4612.56,0.3684
2025-03-29,Île-de-France,Sport,90,4175.71,0.3482
2025-03-30,Nord,Électronique,40,3239.62,0.2325
2025-03-30,Nord,Vêtements,38,3222.32,0.4683
2025-03-30,Nord,Alimentation,32,2098.51,0.2105
2025-03-30,Nord,Maison,45,2208.78,0.3612
2025-03-30,Nord,Sport,37,2047.59,0.3659
2025-03-30,Sud,Électronique,62,4497.62,0.2113
2025-03-30,Sud,Vêtements,64,3709.19,0.4688
2025-03-30,Sud,Alimentation,39,2616.67,0.1984
2025-03-30,Sud,Maison,46,3074.76,0.3532
2025-03-30,Sud,Sport,31,2107.37,0.3571
2025-03-30,Est,Électronique,35,2850.93,0.2613
2025-03-30,Est,Vêtements,43,1955.0,0.4394
2025-03-30,Est,Alimentation,25,1962.26,0.1879
2025-03-30,Est,Maison,29,1997.23,0.363
2025-03-30,Est,Sport,24,1545.95,0.3184
2025-03-30,Ouest,Électronique,72,3426.99,0.1829
2025-03-30,Ouest,Vêtements,29,2396.04,0.4527
2025-03-30,Ouest,Alimentation,32,1773.47,0.2004
2025-03-30,Ouest,Maison,29,2153.63,0.3496
2025-03-30,Ouest,Sport,20,1544.34,0.3657
2025-03-30,Île-de-France,Électronique,87,7227.48,0.2602
2025-03-30,Île-de-France,Vêtements,105,5541.01,0.4563
2025-03-30,Île-de-France,Alimentation,69,3995.4,0.1737
2025-03-30,Île-de-France,Maison,62,4774.08,0.3821
2025-03-30,Île-de-France,Sport,56,3654.15,0.3802
2025-03-31,Nord,Électronique,83,4429.14,0.2328
2025-03-31,Nord,Vêtements,75,3824.86,0.4214
2025-03-31,Nord,Alimentation,46,2746.85,0.2129
2025-03-31,Nord,Maison,53,3247.14,0.3779
2025-03-31,Nord,Sport,30,2457.49,0.3978
2025-03-31,Sud,Électronique,78,5437.3,0.2204
2025-03-31,Sud,Vêtements,85,4137.08,0.4409
2025-03-31,Sud,Alimentation,47,3746.94,0.1624
2025-03-31,Sud,Maison,53,3826.58,0.3633
2025-03-31,Sud,Sport,40,3227.71,0.3537
2025-03-31,Est,Électronique,60,4376.63,0.2331
2025-03-31,Est,Vêtements,40,2839.3,0.4744
2025-03-31,Est,Alimentation,29,2425.43,0.1791
2025-03-31,Est,Maison,36,3010.71,0.3569
2025-03-31,Est,Sport,33,2178.46,0.3499
2025-03-31,Ouest,Électronique,58,4269.79,0.2463
2025-03-31,Ouest,Vêtements,60,2966.44,0.4454
2025-03-31,Ouest,Alimentation,59,2972.12,0.1877
2025-03-31,Ouest,Maison,63,3214.03,0.3832
2025-03-31,Ouest,Sport,54,2501.31,0.369
2025-03-31,Île-de-France,Électronique,136,9593.91,0.2542
2025-03-31,Île-de-France,Vêtements,122,7128.46,0.4546
2025-03-31,Île-de-France,Alimentation,138,6613.66,0.1771
2025-03-31,Île-de-France,Maison,104,6251.62,0.3627
2025-03-31,Île-de-France,Sport,81,4924.5,0.3769
2025-04-01,Nord,Électronique,60,4493.48,0.2081
2025-04-01,Nord,Vêtements,45,3532.37,0.4195
2025-04-01,Nord,Alimentation,47,2932.94,0.1886
2025-04-01,Nord,Maison,46,3700.3,0.3635
2025-04-01,Nord,Sport,32,2445.24,0.3865
2025-04-01,Sud,Électronique,76,6258.08,0.2233
2025-04-01,Sud,Vêtements,113,5159.79,0.4525
2025-04-01,Sud,Alimentation,38,3254.33,0.2312
2025-04-01,Sud,Maison,83,3964.18,0.3504
2025-04-01,Sud,Sport,75,3480.35,0.3638
2025-04-01,Est,Électronique,86,4340.48,0.2143
2025-04-01,Est,Vêtements,36,3025.82,0.438
2025-04-01,Est,Alimentation,28,2325.78,0.2113
2025-04-01,Est,Maison,36,2293.55,0.3316
2025-04-01,Est,Sport,24,2004.74,0.3373
2025-04-01,Ouest,Électronique,58,3703.71,0.2039
2025-04-01,Ouest,Vêtements,43,3584.07,0.4405
2025-04-01,Ouest,Alimentation,37,2821.2,0.1793
2025-04-01,Ouest,Maison,43,3087.46,0.3151
2025-04-01,Ouest,Sport,26,2227.95,0.3738
2025-04-01,Île-de-France,Électronique,158,8691.15,0.2434
2025-04-01,Île-de-France,Vêtements,127,6748.92,0.4235
2025-04-01,Île-de-France,Alimentation,78,5443.51,0.1613
2025-04-01,Île-de-France,Maison,101,6386.9,0.3228
2025-04-01,Île-de-France,Sport,80,5269.2,0.3701
2025-04-02,Nord,Électronique,58,4931.44,0.2092
2025-04-02,Nord,Vêtements,55,3595.24,0.4245
2025-04-02,Nord,Alimentation,56,3064.68,0.1309
2025-04-02,Nord,Maison,39,3286.16,0.3305
2025-04-02,Nord,Sport,41,2605.03,0.3651
2025-04-02,Sud,Électronique,103,6541.98,0.211
2025-04-02,Sud,Vêtements,80,3897.45,0.4918
2025-04-02,Sud,Alimentation,63,3088.87,0.2158
2025-04-02,Sud,Maison,73,3938.56,0.3503
2025-04-02,Sud,Sport,61,3190.33,0.3829
2025-04-02,Est,Électronique,75,4753.3,0.1838
2025-04-02,Est,Vêtements,52,2675.34,0.484
2025-04-02,Est,Alimentation,44,2441.49,0.1727
2025-04-02,Est,Maison,59,2800.53,0.3633
2025-04-02,Est,Sport,28,1991.87,0.3615
2025-04-02,Ouest,Électronique,80,4237.6,0.1926
2025-04-02,Ouest,Vêtements,49,2861.09,0.5045
2025-04-02,Ouest,Alimentation,35,2107.58,0.1852
2025-04-02,Ouest,Maison,46,2947.43,0.316
2025-04-02,Ouest,Sport,31,1977.85,0.3727
2025-04-02,Île-de-France,Électronique,137,10149.77,0.18
2025-04-02,Île-de-France,Vêtements,144,6594.77,0.4493
2025-04-02,Île-de-France,Alimentation,116,5436.01,0.152
2025-04-02,Île-de-France,Maison,137,6674.91,0.3434
2025-04-02,Île-de-France,Sport,103,4972.31,0.3834
2025-04-03,Nord,Électronique,62,4908.5,0.2053
2025-04-03,Nord,Vêtements,46,3359.3,0.4338
2025-04-03,Nord,Alimentation,49,2819.87,0.1649
2025-04-03,Nord,Maison,45,3253.04,0.3741
2025-04-03,Nord,Sport,33,2758.29,0.3597
2025-04-03,Sud,Électronique,149,7417.9,0.2786
2025-04-03,Sud,Vêtements,94,4770.25,0.4435
2025-04-03,Sud,Alimentation,58,3588.16,0.1921
2025-04-03,Sud,Maison,66,3588.79,0.3531
2025-04-03,Sud,Sport,35,2881.15,0.3501
2025-04-03,Est,Électronique,84,4336.38,0.1749
2025-04-03,Est,Vêtements,49,3100.76,0.4829
2025-04-03,Est,Alimentation,37,2515.39,0.1845
2025-04-03,Est,Maison,54,2628.19,0.374
2025-04-03,Est,Sport,33,1986.03,0.37
2025-04-03,Ouest,Électronique,55,4750.4,0.1886
2025-04-03,Ouest,Vêtements,65,3429.01,0.4566
2025-04-03,Ouest,Alimentation,28,2354.66,0.1704
2025-04-03,Ouest,Maison,34,2786.6,0.3163
2025-04-03,Ouest,Sport,28,2371.59,0.3818
2025-04-03,Île-de-France,Électronique,215,11655.71,0.1979
2025-04-03,Île-de-France,Vêtements,115,6616.03,0.4708
2025-04-03,Île-de-France,Alimentation,103,5663.05,0.1614
2025-04-03,Île-de-France,Maison,110,6089.52,0.3393
2025-04-03,Île-de-France,Sport,82,3947.77,0.3817
2025-04-04,Nord,Électronique,82,5630.57,0.2237
2025-04-04,Nord,Vêtements,54,3606.79,0.4766
2025-04-04,Nord,Alimentation,41,2411.58,0.1844
2025-04-04,Nord,Maison,45,3124.8,0.3526
2025-04-04,Nord,Sport,43,2347.7,0.4067
2025-04-04,Sud,Électronique,120,6139.3,0.1902
2025-04-04,Sud,Vêtements,60,3509.51,0.452
2025-04-04,Sud,Alimentation,43,3635.74,0.1881
2025-04-04,Sud,Maison,61,4072.18,0.3449
2025-04-04,Sud,Sport,39,3298.21,0.3841
2025-04-04,Est,Électronique,60,3908.88,0.2458
2025-04-04,Est,Vêtements,45,3272.52,0.458
2025-04-04,Est,Alimentation,46,2185.07,0.1433
2025-04-04,Est,Maison,47,2921.09,0.3544
2025-04-04,Est,Sport,46,2194.92,0.3912
2025-04-04,Ouest,Électronique,82,5086.12,0.2044
2025-04-04,Ouest,Vêtements,73,3777.57,0.4716
2025-04-04,Ouest,Alimentation,48,2477.99,0.1785
2025-04-04,Ouest,Maison,68,3506.95,0.3591
2025-04-04,Ouest,Sport,25,2120.59,0.4068
2025-04-04,Île-de-France,Électronique,119,8972.52,0.2132
2025-04-04,Île-de-France,Vêtements,99,5891.02,0.4737
2025-04-04,Île-de-France,Alimentation,117,5408.89,0.1613
2025-04-04,Île-de-France,Maison,88,6784.83,0.3501
2025-04-04,Île-de-France,Sport,58,4369.27,0.3758
2025-04-05,Nord,Électronique,66,3433.1,0.2035
2025-04-05,Nord,Vêtements,32,2503.93,0.4494
2025-04-05,Nord,Alimentation,38,1720.65,0.1519
2025-04-05,Nord,Maison,38,2424.11,0.3769
2025-04-05,Nord,Sport,32,2052.39,0.3422
2025-04-05,Sud,Électronique,77,4409.88,0.202
2025-04-05,Sud,Vêtements,55,3442.98,0.4401
2025-04-05,Sud,Alimentation,43,3022.85,0.1384
2025-04-05,Sud,Maison,36,2862.69,0.3518
2025-04-05,Sud,Sport,42,2195.44,0.3618
2025-04-05,Est,Électronique,43,3264.76,0.2491
2025-04-05,Est,Vêtements,37,2114.21,0.4558
2025-04-05,Est,Alimentation,28,1520.87,0.1814
2025-04-05,Est,Maison,35,2086.48,0.3613
2025-04-05,Est,Sport,36,1654.61,0.4063
2025-04-05,Ouest,Électronique,55,2961.62,0.2031
2025-04-05,Ouest,Vêtements,49,2631.01,0.4491
2025-04-05,Ouest,Alimentation,43,2069.0,0.1798
2025-04-05,Ouest,Maison,41,2132.26,0.3658
2025-04-05,Ouest,Sport,38,1817.14,0.3926
2025-04-05,Île-de-France,Électronique,112,6833.07,0.211
2025-04-05,Île-de-France,Vêtements,68,5236.6,0.4195
2025-04-05,Île-de-France,Alimentation,79,3942.47,0.2183
2025-04-05,Île-de-France,Maison,66,5054.47,0.3234
2025-04-05,Île-de-France,Sport,70,3636.76,0.3966
2025-04-06,Nord,Électronique,69,3695.66,0.221
2025-04-06,Nord,Vêtements,36,2182.12,0.4387
2025-04-06,Nord,Alimentation,27,2246.9,0.199
2025-04-06,Nord,Maison,42,2100.78,0.3419
2025-04-06,Nord,Sport,38,2029.73,0.3893
2025-04-06,Sud,Électronique,91,4646.84,0.2409
2025-04-06,Sud,Vêtements,73,3381.82,0.4942
2025-04-06,Sud,Alimentation,43,2922.67,0.1705
2025-04-06,Sud,Maison,56,3053.65,0.3464
2025-04-06,Sud,Sport,26,2170.37,0.3543
2025-04-06,Est,Électronique,43,3655.76,0.2217
2025-04-06,Est,Vêtements,28,2146.7,0.4599
2025-04-06,Est,Alimentation,28,1681.58,0.1953
2025-04-06,Est,Maison,34,1865.47,0.3658
2025-04-06,Est,Sport,34,1660.26,0.3872
2025-04-06,Ouest,Électronique,54,3933.25,0.1985
2025-04-06,Ouest,Vêtements,41,2016.89,0.4671
2025-04-06,Ouest,Alimentation,26,2086.02,0.156
2025-04-06,Ouest,Maison,38,2175.38,0.332
2025-04-06,Ouest,Sport,21,1758.17,0.4194
2025-04-06,Île-de-France,Électronique,139,7329.0,0.209
2025-04-06,Île-de-France,Vêtements,70,5737.97,0.4524
2025-04-06,Île-de-France,Alimentation,82,4614.84,0.1719
2025-04-06,Île-de-France,Maison,88,4251.15,0.3196
2025-04-06,Île-de-France,Sport,55,3565.15,0.4049
2025-04-07,Nord,Électronique,67,5074.15,0.1853
2025-04-07,Nord,Vêtements,64,3654.27,0.4494
2025-04-07,Nord,Alimentation,37,2927.05,0.1741
2025-04-07,Nord,Maison,44,3265.11,0.368
2025-04-07,Nord,Sport,37,2675.62,0.4015
2025-04-07,Sud,Électronique,65,5565.51,0.2752
2025-04-07,Sud,Vêtements,55,4171.35,0.4449
2025-04-07,Sud,Alimentation,73,3567.47,0.1505
2025-04-07,Sud,Maison,55,4137.26,0.353
2025-04-07,Sud,Sport,45,2933.98,0.3439
2025-04-07,Est,Électronique,80,3869.59,0.248
2025-04-07,Est,Vêtements,40,3033.4,0.4635
2025-04-07,Est,Alimentation,32,2550.54,0.1644
2025-04-07,Est,Maison,36,3095.34,0.3148
2025-04-07,Est,Sport,28,2068.62,0.4035
2025-04-07,Ouest,Électronique,55,4566.57,0.2209
2025-04-07,Ouest,Vêtements,42,3377.41,0.428
2025-04-07,Ouest,Alimentation,29,2257.54,0.1552
2025-04-07,Ouest,Maison,35,2973.08,0.3475
2025-04-07,Ouest,Sport,33,2257.22,0.34
2025-04-07,Île-de-France,Électronique,161,8340.08,0.2435
2025-04-07,Île-de-France,Vêtements,142,6839.66,0.4605
2025-04-07,Île-de-France,Alimentation,110,5298.71,0.1839
2025-04-07,Île-de-France,Maison,149,6960.8,0.3849
2025-04-07,Île-de-France,Sport,59,3981.65,0.3512
2025-04-08,Nord,Électronique,75,4679.4,0.2396
2025-04-08,Nord,Vêtements,54,3583.78,0.4697
2025-04-08,Nord,Alimentation,39,3132.23,0.1817
2025-04-08,Nord,Maison,50,3010.11,0.3401
2025-04-08,Nord,Sport,45,2543.27,0.3789
2025-04-08,Sud,Électronique,96,6055.11,0.2127
2025-04-08,Sud,Vêtements,58,3804.88,0.4687
2025-04-08,Sud,Alimentation,58,3613.18,0.1532
2025-04-08,Sud,Maison,61,3874.57,0.3724
2025-04-08,Sud,Sport,55,2838.86,0.3848
2025-04-08,Est,Électronique,54,3971.26,0.2374
2025-04-08,Est,Vêtements,28,2297.51,0.4557
2025-04-08,Est,Alimentation,40,2170.75,0.2109
2025-04-08,Est,Maison,59,2856.35,0.3375
2025-04-08,Est,Sport,32,1797.46,0.3919
2025-04-08,Ouest,Électronique,69,4822.53,0.2203
2025-04-08,Ouest,Vêtements,45,3318.31,0.4765
2025-04-08,Ouest,Alimentation,41,2715.51,0.1776
2025-04-08,Ouest,Maison,55,3174.36,0.403
2025-04-08,Ouest,Sport,34,2063.97,0.4003
2025-04-08,Île-de-France,Électronique,202,9898.68,0.2359
2025-04-08,Île-de-France,Vêtements,98,6640.91,0.4658
2025-04-08,Île-de-France,Alimentation,98,4880.46,0.1812
2025-04-08,Île-de-France,Maison,111,6221.99,0.3478
2025-04-08,Île-de-France,Sport,69,4958.34,0.402
2025-04-09,Nord,Électronique,74,4844.15,0.2052
2025-04-09,Nord,Vêtements,53,3411.17,0.4502
2025-04-09,Nord,Alimentation,63,3193.74,0.1943
2025-04-09,Nord,Maison,37,3210.64,0.3248
2025-04-09,Nord,Sport,37,2327.08,0.342
2025-04-09,Sud,Électronique,102,6578.89,0.1994
2025-04-09,Sud,Vêtements,52,4202.35,0.4528
2025-04-09,Sud,Alimentation,48,3737.25,0.1568
2025-04-09,Sud,Maison,39,3316.64,0.36
2025-04-09,Sud,Sport,59,2993.8,0.3583
2025-04-09,Est,Électronique,72,4431.61,0.1976
2025-04-09,Est,Vêtements,42,3004.5,0.4756
2025-04-09,Est,Alimentation,50,2727.43,0.204
2025-04-09,Est,Maison,37,2591.17,0.3472
2025-04-09,Est,Sport,44,2365.39,0.3751
2025-04-09,Ouest,Électronique,57,4019.23,0.2149
2025-04-09,Ouest,Vêtements,40,3313.26,0.4616
2025-04-09,Ouest,Alimentation,37,2367.15,0.1657
2025-04-09,Ouest,Maison,42,3236.03,0.3315
2025-04-09,Ouest,Sport,29,2300.84,0.3873
2025-04-09,Île-de-France,Électronique,126,9039.37,0.2538
2025-04-09,Île-de-France,Vêtements,118,6749.0,0.4702
2025-04-09,Île-de-France,Alimentation,125,5894.54,0.1399
2025-04-09,Île-de-France,Maison,120,6058.89,0.3574
2025-04-09,Île-de-France,Sport,89,5032.77,0.3534
2025-04-10,Nord,Électronique,67,5286.73,0.2163
2025-04-10,Nord,Vêtements,46,3670.88,0.4723
2025-04-10,Nord,Alimentation,39,2572.32,0.2182
2025-04-10,Nord,Maison,60,3474.91,0.366
2025-04-10,Nord,Sport,35,2723.73,0.3783
2025-04-10,Sud,Électronique,127,5942.93,0.2237
2025-04-10,Sud,Vêtements,67,4479.91,0.4294
2025-04-10,Sud,Alimentation,62,3561.37,0.1867
2025-04-10,Sud,Maison,63,4035.08,0.3454
2025-04-10,Sud,Sport,66,3281.79,0.4186
2025-04-10,Est,Électronique,69,4147.88,0.2088
2025-04-10,Est,Vêtements,38,3264.5,0.479
2025-04-10,Est,Alimentation,36,2397.88,0.2031
2025-04-10,Est,Maison,29,2539.4,0.3567
2025-04-10,Est,Sport,26,2249.21,0.3808
2025-04-10,Ouest,Électronique,61,4157.65,0.2237
2025-04-10,Ouest,Vêtements,75,3540.79,0.459
2025-04-10,Ouest,Alimentation,32,2725.66,0.1787
2025-04-10,Ouest,Maison,57,2947.27,0.3451
2025-04-10,Ouest,Sport,25,2151.36,0.3952
2025-04-10,Île-de-France,Électronique,162,9148.44,0.2522
2025-04-10,Île-de-France,Vêtements,91,7421.04,0.428
2025-04-10,Île-de-France,Alimentation,77,5896.01,0.1901
2025-04-10,Île-de-France,Maison,114,6616.37,0.3375
2025-04-10,Île-de-France,Sport,63,4508.77,0.3641
2025-04-11,Nord,Électronique,98,4620.43,0.1991
2025-04-11,Nord,Vêtements,57,3461.18,0.4198
2025-04-11,Nord,Alimentation,49,3110.49,0.1657
2025-04-11,Nord,Maison,44,2975.8,0.3282
2025-04-11,Nord,Sport,32,2712.19,0.3512
2025-04-11,Sud,Électronique,129,6054.81,0.1941
2025-04-11,Sud,Vêtements,102,4674.05,0.4492
2025-04-11,Sud,Alimentation,75,3884.73,0.1666
2025-04-11,Sud,Maison,88,4025.66,0.3366
2025-04-11,Sud,Sport,63,3498.42,0.3834
2025-04-11,Est,Électronique,82,4350.18,0.2354
2025-04-11,Est,Vêtements,38,3237.96,0.4705
2025-04-11,Est,Alimentation,41,2592.25,0.174
2025-04-11,Est,Maison,35,2768.14,0.3441
2025-04-11,Est,Sport,37,2236.62,0.3473
2025-04-11,Ouest,Électronique,80,4525.16,0.2081
2025-04-11,Ouest,Vêtements,40,3291.23,0.4345
2025-04-11,Ouest,Alimentation,36,2466.0,0.1692
2025-04-11,Ouest,Maison,54,3632.09,0.3762
2025-04-11,Ouest,Sport,35,2101.22,0.3951
2025-04-11,Île-de-France,Électronique,125,9710.76,0.2028
2025-04-11,Île-de-France,Vêtements,114,6841.62,0.4399
2025-04-11,Île-de-France,Alimentation,74,5711.85,0.1725
2025-04-11,Île-de-France,Maison,98,6448.09,0.3735
2025-04-11,Île-de-France,Sport,83,5222.89,0.3548
2025-04-12,Nord,Électronique,61,3702.56,0.2348
2025-04-12,Nord,Vêtements,38,2797.89,0.464
2025-04-12,Nord,Alimentation,33,2296.48,0.1696
2025-04-12,Nord,Maison,43,2641.82,0.3468
2025-04-12,Nord,Sport,26,1819.74,0.422
2025-04-12,Sud,Électronique,68,4602.26,0.2087
2025-04-12,Sud,Vêtements,62,3618.43,0.4495
2025-04-12,Sud,Alimentation,35,2590.28,0.1987
2025-04-12,Sud,Maison,44,2978.83,0.3687
2025-04-12,Sud,Sport,44,2268.24,0.3661
